Hospital Name,State,Measure Name,Number of Discharges,Footnote,Excess Readmission Ratio,Predicted Readmission Rate,Expected Readmission Rate,Number of Readmissions,Start Date,End Date
TERRE HAUTE REGIONAL HOSPITAL,IN,READM_30_PN_HRRP,296,,1.0624,18.3460,17.2684,58,07/01/2014,06/30/2017
NORTHWESTERN MEDICAL CENTER INC,VT,READM_30_AMI_HRRP,61,,1.0294,19.8875,19.3196,14,07/01/2014,06/30/2017
NORTHWESTERN MEDICAL CENTER INC,VT,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
NORTHWESTERN MEDICAL CENTER INC,VT,READM_30_COPD_HRRP,204,,1.058,20.9305,19.7825,47,07/01/2014,06/30/2017
NORTHWESTERN MEDICAL CENTER INC,VT,READM_30_HF_HRRP,190,,1.0044,21.4297,21.3352,41,07/01/2014,06/30/2017
NORTHWESTERN MEDICAL CENTER INC,VT,READM_30_HIP_KNEE_HRRP,Not Available,5 - Results are not available for this reporting period.,1.0462,4.4961,4.2976,Not Available,07/01/2014,06/30/2017
NORTHWESTERN MEDICAL CENTER INC,VT,READM_30_PN_HRRP,305,,1.0523,16.3927,15.5781,53,07/01/2014,06/30/2017
MULTICARE DEACONESS HOSPITAL,WA,READM_30_AMI_HRRP,300,,0.8666,11.8362,13.6587,27,07/01/2014,06/30/2017
MULTICARE DEACONESS HOSPITAL,WA,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,0.9209,14.1935,15.4131,Not Available,07/01/2014,06/30/2017
MULTICARE DEACONESS HOSPITAL,WA,READM_30_COPD_HRRP,233,,1.0768,20.3359,18.8860,53,07/01/2014,06/30/2017
MULTICARE DEACONESS HOSPITAL,WA,READM_30_HF_HRRP,376,,1.0298,22.1013,21.4613,85,07/01/2014,06/30/2017
MULTICARE DEACONESS HOSPITAL,WA,READM_30_HIP_KNEE_HRRP,376,,0.9981,3.9997,4.0073,15,07/01/2014,06/30/2017
MULTICARE DEACONESS HOSPITAL,WA,READM_30_PN_HRRP,532,,0.9108,14.3762,15.7843,71,07/01/2014,06/30/2017
NAVICENT HEALTH BALDWIN,GA,READM_30_AMI_HRRP,Not Available,1 - The number of cases/patients is too few to report.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
NAVICENT HEALTH BALDWIN,GA,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
NAVICENT HEALTH BALDWIN,GA,READM_30_COPD_HRRP,141,,1.1032,22.2437,20.1633,39,07/01/2014,06/30/2017
NAVICENT HEALTH BALDWIN,GA,READM_30_HF_HRRP,82,,0.9554,20.6110,21.5743,14,07/01/2014,06/30/2017
NAVICENT HEALTH BALDWIN,GA,READM_30_HIP_KNEE_HRRP,Not Available,5 - Results are not available for this reporting period.,0.9994,3.8709,3.8733,Not Available,07/01/2014,06/30/2017
NAVICENT HEALTH BALDWIN,GA,READM_30_PN_HRRP,230,,0.9076,15.1053,16.6429,29,07/01/2014,06/30/2017
PIEDMONT FAYETTE HOSPITAL,GA,READM_30_AMI_HRRP,242,,0.9632,14.5866,15.1442,33,07/01/2014,06/30/2017
PIEDMONT FAYETTE HOSPITAL,GA,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
PIEDMONT FAYETTE HOSPITAL,GA,READM_30_COPD_HRRP,330,,0.9973,17.9404,17.9897,59,07/01/2014,06/30/2017
PIEDMONT FAYETTE HOSPITAL,GA,READM_30_HF_HRRP,654,,1.0664,22.1517,20.7719,149,07/01/2014,06/30/2017
PIEDMONT FAYETTE HOSPITAL,GA,READM_30_HIP_KNEE_HRRP,610,,0.9081,3.4377,3.7855,19,07/01/2014,06/30/2017
PIEDMONT FAYETTE HOSPITAL,GA,READM_30_PN_HRRP,1052,,1.1247,17.8642,15.8837,195,07/01/2014,06/30/2017
SEQUOYAH COUNTY-CITY OF SALLISAW HOSPITAL AUTHORIT,OK,READM_30_AMI_HRRP,Not Available,1 - The number of cases/patients is too few to report.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
SEQUOYAH COUNTY-CITY OF SALLISAW HOSPITAL AUTHORIT,OK,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
SEQUOYAH COUNTY-CITY OF SALLISAW HOSPITAL AUTHORIT,OK,READM_30_COPD_HRRP,95,,1.0073,19.4249,19.2849,19,07/01/2014,06/30/2017
SEQUOYAH COUNTY-CITY OF SALLISAW HOSPITAL AUTHORIT,OK,READM_30_HF_HRRP,Not Available,5 - Results are not available for this reporting period.,0.9901,22.1489,22.3704,Not Available,07/01/2014,06/30/2017
SEQUOYAH COUNTY-CITY OF SALLISAW HOSPITAL AUTHORIT,OK,READM_30_HIP_KNEE_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
SEQUOYAH COUNTY-CITY OF SALLISAW HOSPITAL AUTHORIT,OK,READM_30_PN_HRRP,Not Available,5 - Results are not available for this reporting period.,0.8459,13.2207,15.6285,Not Available,07/01/2014,06/30/2017
GOOD SAMARITAN HOSPITAL,CA,READM_30_AMI_HRRP,266,,1.1181,14.7728,13.2121,46,07/01/2014,06/30/2017
GOOD SAMARITAN HOSPITAL,CA,READM_30_CABG_HRRP,92,,1.194,14.6277,12.2510,18,07/01/2014,06/30/2017
GOOD SAMARITAN HOSPITAL,CA,READM_30_COPD_HRRP,307,,0.9423,17.7302,18.8167,50,07/01/2014,06/30/2017
GOOD SAMARITAN HOSPITAL,CA,READM_30_HF_HRRP,628,,1.0422,21.2349,20.3746,136,07/01/2014,06/30/2017
GOOD SAMARITAN HOSPITAL,CA,READM_30_HIP_KNEE_HRRP,544,,1.0636,4.1789,3.9291,24,07/01/2014,06/30/2017
GOOD SAMARITAN HOSPITAL,CA,READM_30_PN_HRRP,708,,1.0302,15.0083,14.5681,108,07/01/2014,06/30/2017
FRANCISCAN HEALTH MOORESVILLE,IN,READM_30_AMI_HRRP,Not Available,1 - The number of cases/patients is too few to report.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
FRANCISCAN HEALTH MOORESVILLE,IN,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
FRANCISCAN HEALTH MOORESVILLE,IN,READM_30_COPD_HRRP,188,,0.9378,16.8788,17.9977,27,07/01/2014,06/30/2017
FRANCISCAN HEALTH MOORESVILLE,IN,READM_30_HF_HRRP,Not Available,5 - Results are not available for this reporting period.,0.9497,21.6649,22.8128,Not Available,07/01/2014,06/30/2017
FRANCISCAN HEALTH MOORESVILLE,IN,READM_30_HIP_KNEE_HRRP,1650,,0.7743,3.3486,4.3249,50,07/01/2014,06/30/2017
FRANCISCAN HEALTH MOORESVILLE,IN,READM_30_PN_HRRP,232,,0.9678,14.1816,14.6532,31,07/01/2014,06/30/2017
RANDOLPH HOSPITAL,NC,READM_30_AMI_HRRP,Not Available,5 - Results are not available for this reporting period.,0.9406,15.1795,16.1381,Not Available,07/01/2014,06/30/2017
RANDOLPH HOSPITAL,NC,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
RANDOLPH HOSPITAL,NC,READM_30_COPD_HRRP,187,,0.8962,16.0068,17.8598,22,07/01/2014,06/30/2017
RANDOLPH HOSPITAL,NC,READM_30_HF_HRRP,183,,0.9472,19.3518,20.4298,32,07/01/2014,06/30/2017
RANDOLPH HOSPITAL,NC,READM_30_HIP_KNEE_HRRP,Not Available,5 - Results are not available for this reporting period.,0.9555,4.2556,4.4539,Not Available,07/01/2014,06/30/2017
RANDOLPH HOSPITAL,NC,READM_30_PN_HRRP,466,,0.934,14.8097,15.8556,65,07/01/2014,06/30/2017
ST FRANCIS COMMUNITY HOSPITAL,WA,READM_30_AMI_HRRP,125,,0.9864,12.6441,12.8179,15,07/01/2014,06/30/2017
ST FRANCIS COMMUNITY HOSPITAL,WA,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
ST FRANCIS COMMUNITY HOSPITAL,WA,READM_30_COPD_HRRP,194,,1.0236,20.2141,19.7485,41,07/01/2014,06/30/2017
ST FRANCIS COMMUNITY HOSPITAL,WA,READM_30_HF_HRRP,368,,0.9666,19.6009,20.2784,70,07/01/2014,06/30/2017
ST FRANCIS COMMUNITY HOSPITAL,WA,READM_30_HIP_KNEE_HRRP,Not Available,5 - Results are not available for this reporting period.,1.0116,4.0578,4.0113,Not Available,07/01/2014,06/30/2017
ST FRANCIS COMMUNITY HOSPITAL,WA,READM_30_PN_HRRP,335,,0.8275,12.1925,14.7342,30,07/01/2014,06/30/2017
KAISER FOUNDATION HOSPITAL - SOUTH BAY,CA,READM_30_AMI_HRRP,Not Available,1 - The number of cases/patients is too few to report.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
KAISER FOUNDATION HOSPITAL - SOUTH BAY,CA,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
KAISER FOUNDATION HOSPITAL - SOUTH BAY,CA,READM_30_COPD_HRRP,Not Available,1 - The number of cases/patients is too few to report.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
KAISER FOUNDATION HOSPITAL - SOUTH BAY,CA,READM_30_HF_HRRP,Not Available,1 - The number of cases/patients is too few to report.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
KAISER FOUNDATION HOSPITAL - SOUTH BAY,CA,READM_30_HIP_KNEE_HRRP,Not Available,1 - The number of cases/patients is too few to report.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
KAISER FOUNDATION HOSPITAL - SOUTH BAY,CA,READM_30_PN_HRRP,Not Available,1 - The number of cases/patients is too few to report.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
HUDSON REGIONAL HOSPITAL,NJ,READM_30_AMI_HRRP,Not Available,5 - Results are not available for this reporting period.,1.0309,18.6503,18.0916,Not Available,07/01/2014,06/30/2017
HUDSON REGIONAL HOSPITAL,NJ,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
HUDSON REGIONAL HOSPITAL,NJ,READM_30_COPD_HRRP,79,,1.1154,19.9788,17.9113,24,07/01/2014,06/30/2017
HUDSON REGIONAL HOSPITAL,NJ,READM_30_HF_HRRP,59,,1.0313,23.6583,22.9405,16,07/01/2014,06/30/2017
HUDSON REGIONAL HOSPITAL,NJ,READM_30_HIP_KNEE_HRRP,Not Available,1 - The number of cases/patients is too few to report.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
HUDSON REGIONAL HOSPITAL,NJ,READM_30_PN_HRRP,141,,1.1753,19.8388,16.8804,38,07/01/2014,06/30/2017
LAWTON INDIAN HOSPITAL,OK,READM_30_AMI_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
LAWTON INDIAN HOSPITAL,OK,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
LAWTON INDIAN HOSPITAL,OK,READM_30_COPD_HRRP,Not Available,1 - The number of cases/patients is too few to report.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
LAWTON INDIAN HOSPITAL,OK,READM_30_HF_HRRP,Not Available,1 - The number of cases/patients is too few to report.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
LAWTON INDIAN HOSPITAL,OK,READM_30_HIP_KNEE_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
LAWTON INDIAN HOSPITAL,OK,READM_30_PN_HRRP,Not Available,1 - The number of cases/patients is too few to report.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
BANNER THUNDERBIRD MEDICAL CENTER,AZ,READM_30_AMI_HRRP,258,,0.9324,14.8593,15.9371,34,07/01/2014,06/30/2017
BANNER THUNDERBIRD MEDICAL CENTER,AZ,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,1.0323,13.4958,13.0734,Not Available,07/01/2014,06/30/2017
BANNER THUNDERBIRD MEDICAL CENTER,AZ,READM_30_COPD_HRRP,280,,0.9956,20.1205,20.2096,56,07/01/2014,06/30/2017
BANNER THUNDERBIRD MEDICAL CENTER,AZ,READM_30_HF_HRRP,361,,0.9004,20.7139,23.0063,68,07/01/2014,06/30/2017
BANNER THUNDERBIRD MEDICAL CENTER,AZ,READM_30_HIP_KNEE_HRRP,Not Available,5 - Results are not available for this reporting period.,1.0633,4.1617,3.9139,Not Available,07/01/2014,06/30/2017
BANNER THUNDERBIRD MEDICAL CENTER,AZ,READM_30_PN_HRRP,690,,0.9016,16.4184,18.2103,107,07/01/2014,06/30/2017
ST VINCENT ANDERSON REGIONAL HOSPITAL INC,IN,READM_30_AMI_HRRP,Not Available,5 - Results are not available for this reporting period.,0.9788,19.9967,20.4303,Not Available,07/01/2014,06/30/2017
ST VINCENT ANDERSON REGIONAL HOSPITAL INC,IN,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
ST VINCENT ANDERSON REGIONAL HOSPITAL INC,IN,READM_30_COPD_HRRP,261,,0.9667,18.2155,18.8437,45,07/01/2014,06/30/2017
ST VINCENT ANDERSON REGIONAL HOSPITAL INC,IN,READM_30_HF_HRRP,240,,1.0003,20.4082,20.4016,49,07/01/2014,06/30/2017
ST VINCENT ANDERSON REGIONAL HOSPITAL INC,IN,READM_30_HIP_KNEE_HRRP,258,,1.1468,5.8452,5.0968,18,07/01/2014,06/30/2017
ST VINCENT ANDERSON REGIONAL HOSPITAL INC,IN,READM_30_PN_HRRP,536,,0.9661,16.0553,16.6183,84,07/01/2014,06/30/2017
YORK HOSPITAL,ME,READM_30_AMI_HRRP,Not Available,5 - Results are not available for this reporting period.,0.9565,13.9340,14.5682,Not Available,07/01/2014,06/30/2017
YORK HOSPITAL,ME,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
YORK HOSPITAL,ME,READM_30_COPD_HRRP,203,,1.048,18.4995,17.6524,41,07/01/2014,06/30/2017
YORK HOSPITAL,ME,READM_30_HF_HRRP,300,,1.0791,21.7162,20.1235,70,07/01/2014,06/30/2017
YORK HOSPITAL,ME,READM_30_HIP_KNEE_HRRP,Not Available,5 - Results are not available for this reporting period.,0.93,3.8235,4.1115,Not Available,07/01/2014,06/30/2017
YORK HOSPITAL,ME,READM_30_PN_HRRP,371,,0.8991,12.9621,14.4165,42,07/01/2014,06/30/2017
PROGRESS WEST HOSPITAL,MO,READM_30_AMI_HRRP,Not Available,5 - Results are not available for this reporting period.,1.0027,14.6460,14.6061,Not Available,07/01/2014,06/30/2017
PROGRESS WEST HOSPITAL,MO,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
PROGRESS WEST HOSPITAL,MO,READM_30_COPD_HRRP,106,,0.972,18.0135,18.5333,17,07/01/2014,06/30/2017
PROGRESS WEST HOSPITAL,MO,READM_30_HF_HRRP,111,,1.0166,21.5685,21.2160,25,07/01/2014,06/30/2017
PROGRESS WEST HOSPITAL,MO,READM_30_HIP_KNEE_HRRP,Not Available,5 - Results are not available for this reporting period.,1.1074,4.3863,3.9607,Not Available,07/01/2014,06/30/2017
PROGRESS WEST HOSPITAL,MO,READM_30_PN_HRRP,169,,0.9666,15.3865,15.9180,24,07/01/2014,06/30/2017
LUTHERAN MEDICAL CENTER,CO,READM_30_AMI_HRRP,168,,0.9527,13.0298,13.6770,19,07/01/2014,06/30/2017
LUTHERAN MEDICAL CENTER,CO,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,1.0008,13.7179,13.7065,Not Available,07/01/2014,06/30/2017
LUTHERAN MEDICAL CENTER,CO,READM_30_COPD_HRRP,212,,0.9347,16.9597,18.1448,31,07/01/2014,06/30/2017
LUTHERAN MEDICAL CENTER,CO,READM_30_HF_HRRP,367,,0.9235,18.5191,20.0534,63,07/01/2014,06/30/2017
LUTHERAN MEDICAL CENTER,CO,READM_30_HIP_KNEE_HRRP,Not Available,5 - Results are not available for this reporting period.,0.9229,3.5233,3.8175,Not Available,07/01/2014,06/30/2017
LUTHERAN MEDICAL CENTER,CO,READM_30_PN_HRRP,473,,0.8194,13.2407,16.1584,51,07/01/2014,06/30/2017
HSHS GOOD SHEPHERD HOSPITAL INC,IL,READM_30_AMI_HRRP,Not Available,1 - The number of cases/patients is too few to report.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
HSHS GOOD SHEPHERD HOSPITAL INC,IL,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
HSHS GOOD SHEPHERD HOSPITAL INC,IL,READM_30_COPD_HRRP,Not Available,5 - Results are not available for this reporting period.,1.0117,18.2972,18.0850,Not Available,07/01/2014,06/30/2017
HSHS GOOD SHEPHERD HOSPITAL INC,IL,READM_30_HF_HRRP,67,,1.0227,20.2870,19.8375,15,07/01/2014,06/30/2017
HSHS GOOD SHEPHERD HOSPITAL INC,IL,READM_30_HIP_KNEE_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
HSHS GOOD SHEPHERD HOSPITAL INC,IL,READM_30_PN_HRRP,134,,0.9725,14.6413,15.0551,18,07/01/2014,06/30/2017
GROVE CITY MEDICAL CENTER,PA,READM_30_AMI_HRRP,Not Available,1 - The number of cases/patients is too few to report.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
GROVE CITY MEDICAL CENTER,PA,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2017
GROVE CITY MEDICAL CENTER,PA,READM_30_COPD_HRRP,100,,0.9882,17.8721,18.0852,17,07/01/2014,06/30/2017
GROVE CITY MEDICAL CENTER,PA,READM_30_HF_HRRP,91,,0.9483,19.0200,20.0575,14,07/01/2014,06/30/2017
GROVE CITY MEDICAL CENTER,PA,READM_30_HIP_KNEE_HRRP,Not Available,5 - Results are not available for this reporting period.,0.9866,4.8519,4.9179,Not Available,07/01/2014,06/30/2017
GROVE CITY MEDICAL CENTER,PA,READM_30_PN_HRRP,98,,0.9447,14.6376,15.4953,11,07/01/2014,06/30/2017
HOLSTON VALLEY MEDICAL CENTER,TN,READM_30_AMI_HRRP,497,,0.9772,15.3783,15.7370,75,07/01/2014,06/30/2017
HOLSTON VALLEY MEDICAL CENTER,TN,READM_30_CABG_HRRP,122,,0.9587,11.5241,12.0205,13,07/01/2014,06/30/2017
HOLSTON VALLEY MEDICAL CENTER,TN,READM_30_COPD_HRRP,456,,1.0151,21.6737,21.3513,100,07/01/2014,06/30/2017
HOLSTON VALLEY MEDICAL CENTER,TN,READM_30_HF_HRRP,491,,1.0401,23.7095,22.7948,119,07/01/2014,06/30/2017
HOLSTON VALLEY MEDICAL CENTER,TN,READM_30_HIP_KNEE_HRRP,483,,1.0561,4.3217,4.0923,22,07/01/2014,06/30/2017
HOLSTON VALLEY MEDICAL CENTER,TN,READM_30_PN_HRRP,788,,1.0694,20.0276,18.7275,162,07/01/2014,06/30/2017
ST VINCENT HOSPITAL & HEALTH SERVICES,IN,READM_30_AMI_HRRP,393,,0.9834,16.0405,16.3114,62,07/01/2014,06/30/2017
ST VINCENT HOSPITAL & HEALTH SERVICES,IN,READM_30_CABG_HRRP,202,,0.9751,12.6958,13.0197,25,07/01/2014,06/30/2017
ST VINCENT HOSPITAL & HEALTH SERVICES,IN,READM_30_COPD_HRRP,533,,0.9254,18.5465,20.0416,93,07/01/2014,06/30/2017
ST VINCENT HOSPITAL & HEALTH SERVICES,IN,READM_30_HF_HRRP,1163,,0.9274,20.7090,22.3309,236,07/01/2014,06/30/2017
ST VINCENT HOSPITAL & HEALTH SERVICES,IN,READM_30_HIP_KNEE_HRRP,333,,0.9735,6.4795,6.6561,21,07/01/2014,06/30/2017
ST VINCENT HOSPITAL & HEALTH SERVICES,IN,READM_30_PN_HRRP,805,,0.8429,13.6661,16.2131,100,07/01/2014,06/30/2017
PARK NICOLLET METHODIST HOSPITAL,MN,READM_30_AMI_HRRP,191,,0.9757,13.8637,14.2087,25,07/01/2014,06/30/2017
PARK NICOLLET METHODIST HOSPITAL,MN,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,0.9226,10.1316,10.9820,Not Available,07/01/2014,06/30/2017
PARK NICOLLET METHODIST HOSPITAL,MN,READM_30_COPD_HRRP,200,,1.0244,18.5992,18.1562,39,07/01/2014,06/30/2017
PARK NICOLLET METHODIST HOSPITAL,MN,READM_30_HF_HRRP,541,,0.9528,17.9243,18.8117,94,07/01/2014,06/30/2017
PARK NICOLLET METHODIST HOSPITAL,MN,READM_30_HIP_KNEE_HRRP,557,,0.9281,3.8654,4.1648,20,07/01/2014,06/30/2017
PARK NICOLLET METHODIST HOSPITAL,MN,READM_30_PN_HRRP,699,,0.9047,13.2732,14.6718,87,07/01/2014,06/30/2017
ODESSA REGIONAL MEDICAL CENTER,TX,READM_30_AMI_HRRP,135,,1.0594,15.1901,14.3391,24,07/01/2014,06/30/2017
ODESSA REGIONAL MEDICAL CENTER,TX,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,1.0626,16.3087,15.3478,Not Available,07/01/2014,06/30/2017
ODESSA REGIONAL MEDICAL CENTER,TX,READM_30_COPD_HRRP,148,,0.8668,15.0944,17.4141,12,07/01/2014,06/30/2017
ODESSA REGIONAL MEDICAL CENTER,TX,READM_30_HF_HRRP,233,,1.0972,21.5107,19.6049,56,07/01/2014,06/30/2017
ODESSA REGIONAL MEDICAL CENTER,TX,READM_30_HIP_KNEE_HRRP,Not Available,5 - Results are not available for this reporting period.,0.8821,3.3593,3.8085,Not Available,07/01/2014,06/30/2017
ODESSA REGIONAL MEDICAL CENTER,TX,READM_30_PN_HRRP,205,,0.9726,15.4340,15.8691,30,07/01/2014,06/30/2017
PROVIDENCE ALASKA MEDICAL CENTER,AK,READM_30_AMI_HRRP,447,,0.8435,12.3564,14.6496,45,07/01/2014,06/30/2017
PROVIDENCE ALASKA MEDICAL CENTER,AK,READM_30_CABG_HRRP,Not Available,5 - Results are not available for this reporting period.,0.876,11.2620,12.8557,Not Available,07/01/2014,06/30/2017
PROVIDENCE ALASKA MEDICAL CENTER,AK,READM_30_COPD_HRRP,272,,0.9464,18.0510,19.0726,45,07/01/2014,06/30/2017
PROVIDENCE ALASKA MEDICAL CENTER,AK,READM_30_HF_HRRP,418,,0.8302,17.6139,21.2172,62,07/01/2014,06/30/2017
PROVIDENCE ALASKA MEDICAL CENTER,AK,READM_30_HIP_KNEE_HRRP,510,,0.8194,3.1513,3.8460,12,07/01/2014,06/30/2017
PROVIDENCE ALASKA MEDICAL CENTER,AK,READM_30_PN_HRRP,412,,0.8713,14.1004,16.1835,50,07/01/2014,06/30/2017
BAYHEALTH - MILFORD MEMORIAL HOSPITAL,DE,READM_30_AMI_HRRP,Not Available,5 - Results are not available for this reporting period.,0.958,17.7920,18.5725,Not Available,07/01/2014,06/30/2017
